icsd,material_id,formula,space_group_number,curated,best,atomic,pass_sites,shells,doublet_kinds,chem_flag,lone_pair,jt_ions
83690,83690,Ba1 Mn2 O5 Y1,123,1,0,0,Ba1|Y1|O2,-|4d,"p{x,y}|{xz,yz}",0,,
83724,83724,Co1 F6 Zr1,225,1,0,0,Co1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
84245,27114,O4 Sn1 Sr2,139,1,0,0,Sn1,-,"p{x,y}|{xz,yz}",1,Sn,
84370,84370,H4 Ag1 N1 S4 W1,82,1,0,0,W1|Ag1|N1,-|4d|5d,"p{x,y}|{xz,yz}",0,,
84649,84649,Cl1 Li4 N1,166,1,0,0,N1|Cl1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
84650,84650,Ba2 O6 Sb1 Y1,225,1,0,0,Y1|Sb1,-|4d,"e_g{z2,x2-y2}",1,Sb,
84734,84734,Cu2 Mn1 O2 S2 Sr2,139,1,0,0,Mn1,3d,"p{x,y}|{xz,yz}",0,,
84739,63269,Ba2 Cu3 O6 Y1,123,1,0,0,Y1|Cu1,3d|4d,"p{x,y}|{xz,yz}",0,,
84763,84763,Cl2 Li5 N1,166,1,0,0,N1|Li3,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
85597,85597,H8 Ni1 O14 P2 V2,87,1,0,0,Ni1,3d,"p{x,y}|{xz,yz}",0,,
85890,10462,Ca1 Co2 P2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
85891,10462,Ca1 Co2 P2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
85892,10462,Ca1 Co2 P2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
87360,16892,F6 K2 Pt1,164,0,0,1,Pt1,5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
87436,17046,H4 Mg3 O9 Si2,157,1,0,0,O4|H2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
87438,17046,H4 Mg3 O9 Si2,157,1,0,0,O4|H2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
87466,67978,Ba1 Cu1 Fe1 O5 Y1,99,1,0,0,Y1|Ba1|Fe1|Cu1|O1,-|3d|4d,"p{x,y}|{xz,yz}",1,,Cu2+
87581,87581,Co2 La1 P2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
87582,87581,Co2 La1 P2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
87583,87581,Co2 La1 P2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
87619,87619,H18 Cl4 K1 N6 O8 Os1,148,0,0,1,Os1|K1,-|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
87620,87620,H18 Cl4 Cr1 K1 N6 O8,166,0,0,1,Cr1|K1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
87621,87621,H18 Cl4 Cr1 K1 N6 O8,148,0,0,1,Cr1|K1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
87983,87983,K1 Mn1 Te2,119,1,0,0,K1|Mn1,-|3d,"p{x,y}|{xz,yz}",1,Te,Mn3+
87984,87984,Mn1 Rb1 Te2,119,1,0,0,Rb1|Mn1,-|3d,"p{x,y}|{xz,yz}",1,Te,Mn3+
88098,56160,C2 Ba1,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
88101,56160,C2 Ba1,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
88378,28617,Na1 O3 Ta1,221,1,0,0,Na1|Ta1,-|5d,"e_g{z2,x2-y2}",0,,
88424,88424,Cu2 Ni1 O2 S2 Sr2,139,1,0,0,Ni1,3d,"p{x,y}|{xz,yz}",0,,
88464,88464,Li2 O7 Sr1 Ta2,139,1,0,0,Sr1|O3,-,"p{x,y}|{xz,yz}",0,,
88574,1372,H1 Cr1 O2,160,1,0,0,Cr1|H1|O1|O2,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
88670,88670,Ba1 Co1 O3,187,1,0,0,Ba1|Ba2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
88701,33571,Cu1 O6 Sr2 W1,87,1,0,0,Cu1|W1,3d|5d,"p{x,y}|{xz,yz}",1,,Cu2+
88702,33573,Cu1 O6 Sr2 Te1,87,1,0,0,Cu1|Te1,-|3d,"p{x,y}|{xz,yz}",1,Te,Cu2+
88703,88703,Ba2 Cu1 O6 Te1,87,1,0,0,Cu1|Te1,-|3d,"p{x,y}|{xz,yz}",1,Te,Cu2+
88982,88982,O3 Sr1 V1,221,1,1,0,Sr1|V1,-|3d,"e_g{z2,x2-y2}",0,,
89011,89011,Ca2 Cs1 O10 Ta3,123,1,0,0,Cs1|Ta1,-|5d,"p{x,y}|{xz,yz}",0,,
89142,41549,C1 B2 Ni2 Y1,139,1,0,0,Y1|C1,-|4d,"p{x,y}|{xz,yz}",0,,
89365,27046,O3 Sr1 Zr1,221,1,0,0,Sr1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
89366,27046,O3 Sr1 Zr1,221,1,0,0,Sr1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
89386,29154,Hf1 O3 Sr1,221,1,0,0,Sr1|Hf1,-|5d,"e_g{z2,x2-y2}",0,,
89423,89423,Al2 B2 O7 Sr1,155,0,0,1,Sr1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
89543,89543,Br2 Ca3 Si1,187,1,0,0,Ca1|Si1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
89575,89575,Ba1 Cu2 S2,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
89650,80459,C1 Li1 Na1 O3,174,0,0,1,C1|C2|C3,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
89651,80459,C1 Li1 Na1 O3,174,0,0,1,C1|C2|C3,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
89980,89980,Ga1 S8 V4,216,1,0,0,Ga1,-,"e_g{z2,x2-y2}",0,,
90049,27048,Ba1 O3 Zr1,221,1,0,0,Ba1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
90123,90123,Cl2 Co2 O5 Sr3,139,1,1,0,Sr1|O2,-,"p{x,y}|{xz,yz}",0,,
90550,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
90551,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
90552,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
90553,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
90554,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
90555,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
90556,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
90615,90615,F6 Na1 P1,225,0,0,1,Na1|P1,-,"e_g{z2,x2-y2}",0,,
90630,90630,Ca2 N1,166,1,0,0,N1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
90631,90630,Ca2 N1,166,1,0,0,N1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
90632,90630,Ca2 N1,166,1,0,0,N1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
90693,1610,O3 Pb1 Ti1,99,1,0,0,Pb1|Ti1|O2,-|3d,"p{x,y}|{xz,yz}",1,Pb,
90777,52999,Co2 La1 Si2,139,1,1,0,La1,-,"p{x,y}|{xz,yz}",0,,
91036,22110,Cs2 F6 K1 Mn1,139,0,0,1,Mn1|K1,-|3d,"p{x,y}|{xz,yz}",1,,Mn3+
91037,91037,Cs2 F6 K1 Mn1,225,0,0,1,Mn1|K1,-|3d,"e_g{z2,x2-y2}",1,,Mn3+
91062,91062,Fe1 O3 Sr1,221,1,0,0,Sr1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
91197,22110,Cs2 F6 K1 Mn1,139,0,0,1,Mn1|K1,-|3d,"p{x,y}|{xz,yz}",1,,Mn3+
91527,91527,K1 Ni1 O9 P3,146,0,0,1,Ni1|K1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
91579,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
91749,90123,Cl2 Co2 O5 Sr3,139,1,1,0,Sr1|O2,-,"p{x,y}|{xz,yz}",0,,
91791,91791,Ni1 O6 Sr2 W1,87,1,1,0,Ni1|W1,3d|5d,"p{x,y}|{xz,yz}",0,,
91899,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
91962,20223,Al3 B4 O12 Y1,155,1,0,0,Y1|B1,-|4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
92293,92293,Br2 F12 Pb7,174,1,0,0,Br1|Br2|Pb3,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Pb,
92308,92308,Li2 N1 Na1,191,1,0,0,Na1|N1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
92310,92310,Li1 N1 Na2,191,1,0,0,Li1|N1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
92335,91062,Fe1 O3 Sr1,221,1,0,0,Sr1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
92405,92405,Bi2 Cl1 O4 Y1,123,1,0,0,Y1|Cl1,-|4d,"p{x,y}|{xz,yz}",1,Bi,
92418,92418,Bi2 Br1 O4 Y1,123,1,0,0,Y1|Br1,-|4d,"p{x,y}|{xz,yz}",1,Bi,
92479,92479,C6 H18 Co1 N12 Os1 S6,148,0,0,1,Os1|Co1,3d|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
92561,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
92562,90550,Al1 La1 O3,221,1,0,0,La1|Al1,-,"e_g{z2,x2-y2}",0,,
93016,93016,H6 Cs2 O10 S1 Te1,146,0,0,1,Te1|Cs1|Cs2|S1|O4,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Te,
93492,93492,K2 O7 Sr1 Ta2,139,1,0,0,Sr1|O3,-,"p{x,y}|{xz,yz}",0,,
93553,1610,O3 Pb1 Ti1,99,1,0,0,Pb1|Ti1|O2,-|3d,"p{x,y}|{xz,yz}",1,Pb,
93674,93674,Nb3 O10 Rb1 Sr2,123,1,0,0,Rb1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
93675,93675,Cs1 Nb3 O10 Sr2,123,1,0,0,Cs1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
93676,93676,Ba2 Cs1 Nb3 O10,123,1,0,0,Cs1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
93677,93677,Cs1 O10 Sr2 Ta3,123,1,0,0,Cs1|Ta1,-|5d,"p{x,y}|{xz,yz}",0,,
94079,94079,Fe1 Mo1 O6 Sr2,139,1,1,0,Fe1|Mo1,3d|4d,"p{x,y}|{xz,yz}",0,,
94089,28949,F3 K1 Mg1,221,1,0,0,K1|Mg1,-,"e_g{z2,x2-y2}",0,,
94215,94215,Ba2 O6 Re1 Y1,225,1,0,0,Y1|Re1,4d|5d,"e_g{z2,x2-y2}",0,,
94216,94215,Ba2 O6 Re1 Y1,225,1,0,0,Y1|Re1,4d|5d,"e_g{z2,x2-y2}",0,,
94394,94394,C2 Pd1 Rb2,164,1,0,0,Pd1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
94395,94395,C2 Pt1 Rb2,164,1,0,0,Pt1,5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
94396,94396,C2 Cs2 Pd1,164,1,0,0,Pd1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
94397,94397,C2 Cs2 Pt1,164,1,0,0,Pt1,5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
94454,73354,F6 V1 Zr1,225,1,0,0,Zr1|V1,3d|4d,"e_g{z2,x2-y2}",0,,
94455,94455,F6 Hf1 V1,225,1,0,0,Hf1|V1,3d|5d,"e_g{z2,x2-y2}",0,,
94456,94456,F6 Ti1 Zr1,225,1,0,0,Zr1|Ti1,3d|4d,"e_g{z2,x2-y2}",0,,
94573,23076,O3 Sr1 Ti1,221,1,0,0,Sr1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
95110,95110,C1 Nb2 S2,166,1,0,0,C1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
95112,95110,C1 Nb2 S2,166,1,0,0,C1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
95138,67362,Co2 Se2 Tl1,139,1,0,0,Tl1,-,"p{x,y}|{xz,yz}",1,Tl,
95139,67362,Co2 Se2 Tl1,139,1,0,0,Tl1,-,"p{x,y}|{xz,yz}",1,Tl,
95140,67362,Co2 Se2 Tl1,139,1,0,0,Tl1,-,"p{x,y}|{xz,yz}",1,Tl,
95141,67362,Co2 Se2 Tl1,139,1,0,0,Tl1,-,"p{x,y}|{xz,yz}",1,Tl,
95192,95192,Ba5 Nb4 O15,164,1,0,0,Ba1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
95264,95264,C1 Cd1 N2,166,1,0,0,Cd1|C1,-|4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
95265,95265,C1 Cd1 N2,160,1,0,0,Cd1|C1|N1|N2,-|4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
95436,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
95437,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
95518,95518,Ba2 Fe1 O6 W1,87,1,1,0,Fe1|W1,3d|5d,"p{x,y}|{xz,yz}",0,,
95520,95518,Ba2 Fe1 O6 W1,87,1,1,0,Fe1|W1,3d|5d,"p{x,y}|{xz,yz}",0,,
95521,95518,Ba2 Fe1 O6 W1,87,1,1,0,Fe1|W1,3d|5d,"p{x,y}|{xz,yz}",0,,
95522,95518,Ba2 Fe1 O6 W1,87,1,1,0,Fe1|W1,3d|5d,"p{x,y}|{xz,yz}",0,,
95523,95518,Ba2 Fe1 O6 W1,87,1,1,0,Fe1|W1,3d|5d,"p{x,y}|{xz,yz}",0,,
95715,51894,Ca1 Cu3 O12 Ru4,204,1,0,0,Ca1,-,"e_g{z2,x2-y2}",1,,Cu2+
95777,95777,F6 Ir1 Li1,148,0,0,1,Ir1|Li1,-|5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
95779,95779,F6 Ir1 K2,164,0,0,1,Ir1,5d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
95813,95813,Cl4 Cs2 Pd1,123,1,0,0,Pd1,4d,"p{x,y}|{xz,yz}",0,,
95847,95847,F12 Hf3 O1 Rb2,166,1,0,0,Rb1|Rb2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
95848,95848,F12 O1 Rb2 Zr3,166,1,0,0,Rb1|Rb2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
96133,96133,F3 La1,139,1,0,0,La1|F1,-,"p{x,y}|{xz,yz}",0,,
96134,96133,F3 La1,139,1,0,0,La1|F1,-,"p{x,y}|{xz,yz}",0,,
96139,96139,Fe1 Ti1,221,1,0,0,Ti1|Fe1,3d,"e_g{z2,x2-y2}",0,,
96291,88982,O3 Sr1 V1,221,1,1,0,Sr1|V1,-|3d,"e_g{z2,x2-y2}",0,,
96688,96688,Ba2 Fe1 Mo1 O6,225,1,1,0,Fe1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
96739,60441,K2 Te1,225,1,1,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
97028,97028,Ba2 Co1 Mo1 O6,225,1,1,0,Co1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
97029,27425,Ba2 Co1 O6 W1,225,1,1,0,Co1|W1,3d|5d,"e_g{z2,x2-y2}",0,,
97459,27048,Ba1 O3 Zr1,221,1,0,0,Ba1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
97460,27048,Ba1 O3 Zr1,221,1,0,0,Ba1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
97461,27048,Ba1 O3 Zr1,221,1,0,0,Ba1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
97462,27048,Ba1 O3 Zr1,221,1,0,0,Ba1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
97927,97927,H8 Cl6 N2 Pt1,225,1,0,0,Pt1,5d,"e_g{z2,x2-y2}",0,,
97992,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
97993,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
98191,98191,Mo1 Ni1 O6 Sr2,87,1,0,0,Ni1|Mo1,3d|4d,"p{x,y}|{xz,yz}",0,,
98192,98192,Ba2 Mo1 Ni1 O6,225,1,0,0,Ni1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
98739,98739,Ba2 Mn1 Mo1 O6,225,1,0,0,Mn1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
99061,99061,Ba2 Fe1 O6 W1,225,1,1,0,W1|Fe1,3d|5d,"e_g{z2,x2-y2}",0,,
99063,96688,Ba2 Fe1 Mo1 O6,225,1,1,0,Fe1|Mo1,3d|4d,"e_g{z2,x2-y2}",0,,
99090,98739,Ba2 Mn1 Mo1 O6,225,1,0,0,Mo1|Mn1,3d|4d,"e_g{z2,x2-y2}",0,,
99303,33571,Cu1 O6 Sr2 W1,87,1,0,0,W1|Cu1,3d|5d,"p{x,y}|{xz,yz}",1,,Cu2+
99698,99698,Ba2 In1 Nb1 O6,225,1,0,0,In1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
99736,27970,Ba1 O3 Ti1,221,1,0,0,Ba1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
99737,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
100290,15800,B6 O13 Zn4,217,1,0,0,O1,-,"e_g{z2,x2-y2}",0,,
100299,9925,F7 K3 Zn2,139,1,0,0,K2|F3,-,"p{x,y}|{xz,yz}",0,,
100301,35716,F6 Fe1 Zr1,225,1,0,0,Fe1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
100355,100355,Al4 Cu2 O7,216,1,1,0,Cu1|Cu2|O2,-|3d,"e_g{z2,x2-y2}",0,,
100438,100438,Co2 S2 Tl1,139,1,0,0,Tl1,-,"p{x,y}|{xz,yz}",1,Tl,
100482,9518,C2 Mg1 Na2 O6,148,0,0,1,Mg1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
100533,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
100706,100706,Fe1 Ga2 S4,164,1,0,0,Fe1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
100782,100782,K3 O8 V3,164,1,0,0,K1|V1,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
100799,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
100800,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
100801,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
100802,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
100803,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
100804,15453,Ba1 O3 Ti1,99,1,0,0,Ba1|Ti1|O1,-|3d,"p{x,y}|{xz,yz}",0,,
100834,100834,Cl8 Li6 V1,225,0,0,1,V1,3d,"e_g{z2,x2-y2}",0,,
102052,102052,Cd1 Pt1,123,1,0,0,Cd1|Pt1,4d|5d,"p{x,y}|{xz,yz}",0,,
102053,102052,Cd1 Pt1,123,1,0,0,Cd1|Pt1,4d|5d,"p{x,y}|{xz,yz}",0,,
102061,102061,Cd1 Sc1,221,1,0,0,Cd1|Sc1,3d|4d,"e_g{z2,x2-y2}",0,,
102318,102318,Co2 Cr1 Ga1,225,1,0,0,Cr1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
102385,102385,Co1 Fe2 Ga1,225,1,1,0,Co1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
102386,102386,Co2 Fe1 Ga1,225,1,0,0,Fe1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
102423,102423,Co1 Ga1,221,1,0,0,Co1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
102433,102433,Co2 Ga1 Hf1,225,1,1,0,Ga1|Hf1,-|5d,"e_g{z2,x2-y2}",0,,
102438,102438,Co2 Ga1 Mn1,225,1,0,0,Ga1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
102441,102441,Co2 Ga1 Nb1,225,1,0,0,Ga1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
102451,102451,Co2 Ga1 Ta1,225,1,0,0,Ga1|Ta1,-|5d,"e_g{z2,x2-y2}",0,,
102453,102453,Co2 Ga1 Ti1,225,1,0,0,Ga1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
102454,102453,Co2 Ga1 Ti1,225,1,0,0,Ga1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
102456,102456,Co2 Ga1 V1,225,1,0,0,Ga1|V1,-|3d,"e_g{z2,x2-y2}",0,,
102483,102483,Co2 Hf1 Sn1,225,1,1,0,Hf1|Sn1,-|5d,"e_g{z2,x2-y2}",1,Sn,
102531,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
102532,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
102552,102552,Co1 Nb1 Sn1,216,1,1,0,Co1|Nb1|Sn1,-|3d|4d,"e_g{z2,x2-y2}",1,Sn,
102553,102552,Co1 Nb1 Sn1,216,1,1,0,Co1|Nb1|Sn1,-|3d|4d,"e_g{z2,x2-y2}",1,Sn,
102554,102554,Co2 Nb1 Sn1,225,1,0,0,Nb1|Sn1,-|4d,"e_g{z2,x2-y2}",1,Sn,
102555,102554,Co2 Nb1 Sn1,225,1,0,0,Nb1|Sn1,-|4d,"e_g{z2,x2-y2}",1,Sn,
102642,102642,Co1 Sc1,221,1,0,0,Co1|Sc1,3d,"e_g{z2,x2-y2}",0,,
102646,102646,Co2 Sc1 Sn1,225,1,0,0,Sc1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
102671,55564,Co1 Sn1,191,1,0,0,Sn1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
102682,102682,Co2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
102683,102682,Co2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
102684,102684,Co2 Sn1 V1,225,1,0,0,Sn1|V1,-|3d,"e_g{z2,x2-y2}",1,Sn,
102685,102684,Co2 Sn1 V1,225,1,0,0,Sn1|V1,-|3d,"e_g{z2,x2-y2}",1,Sn,
102687,102687,Co2 Sn1 Zr1,225,1,1,0,Sn1|Zr1,-|4d,"e_g{z2,x2-y2}",1,Sn,
102689,102689,Co3 Ta1,221,1,0,0,Ta1,5d,"e_g{z2,x2-y2}",0,,
102705,102705,Co1 Ti1,221,1,0,0,Co1|Ti1,3d,"e_g{z2,x2-y2}",0,,
102708,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
102731,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
102732,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
102737,102737,Co1 Zr1,221,1,0,0,Co1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
102738,102737,Co1 Zr1,221,1,0,0,Co1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
102755,102755,Cr1 Fe2 Ga1,225,1,1,0,Cr1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
102996,102996,Cu2 In1 Mn1,225,1,1,0,Mn1|In1,-|3d,"e_g{z2,x2-y2}",0,,
102997,102996,Cu2 In1 Mn1,225,1,1,0,In1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
103079,103079,Cu2 Ni1 Zn1,123,1,0,0,Ni1|Zn1,3d,"p{x,y}|{xz,yz}",0,,
103092,103092,Cu1 Rh2 Sn1,225,1,0,0,Cu1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
103132,103132,Cu3 Ti2,139,1,0,0,Cu1,3d,"p{x,y}|{xz,yz}",0,,
103142,103142,Cu1 Y1,221,1,0,0,Cu1|Y1,3d|4d,"e_g{z2,x2-y2}",0,,
103473,103473,Fe2 Ga1 V1,225,1,1,0,Ga1|V1,-|3d,"e_g{z2,x2-y2}",0,,
103474,103473,Fe2 Ga1 V1,225,1,1,0,Ga1|V1,-|3d,"e_g{z2,x2-y2}",0,,
103582,103582,Fe1 Pd3,221,1,0,0,Fe1,3d,"e_g{z2,x2-y2}",0,,
103583,103582,Fe1 Pd3,221,1,0,0,Fe1,3d,"e_g{z2,x2-y2}",0,,
103634,103634,Fe1 Sn1,191,1,0,0,Sn1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
103635,103634,Fe1 Sn1,191,1,0,0,Sn1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
103641,103641,Fe2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
103642,103641,Fe2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
103644,103644,Fe2 Sn1 V1,225,1,1,0,Sn1|V1,-|3d,"e_g{z2,x2-y2}",1,Sn,
103660,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
103661,100533,Fe1 Ti1,221,1,0,0,Fe1|Ti1,3d,"e_g{z2,x2-y2}",0,,
103681,103681,Fe1 V1,221,1,0,0,Fe1|V1,3d,"e_g{z2,x2-y2}",0,,
103682,103681,Fe1 V1,221,1,0,0,Fe1|V1,3d,"e_g{z2,x2-y2}",0,,
103699,103699,Fe5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
103734,103734,Ga1 Hf1 Ni2,225,1,0,0,Ga1|Hf1,-|5d,"e_g{z2,x2-y2}",0,,
103856,103856,Ga1 Ni3,221,1,1,0,Ga1,-,"e_g{z2,x2-y2}",0,,
103857,103856,Ga1 Ni3,221,1,1,0,Ga1,-,"e_g{z2,x2-y2}",0,,
103874,103874,Ga1 Ni2 Sc1,225,1,0,0,Ga1|Sc1,-|3d,"e_g{z2,x2-y2}",0,,
103885,103885,Ga1 Ni1 Ti1,189,1,0,0,Ni1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
